customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
102727,44.0,Male,West,Post-Graduate,,844916.95,409676.7,Other,,6,106,58.73,2016-05-15,0
102728,64.0,Male,North,Graduate,Salaried,564448.73,77168.68,Home,692.0,7,108,16.2,2017-11-08,1
102729,,Male,West,Post-Graduate,Salaried,762879.01,451661.65,Business,847.0,2,121,71.41,2022-09-29,0
102730,50.0,Female,North,Post-Graduate,Self-Employed,,165214.28,Home,717.0,3,127,47.73,2017-02-25,0
102731,,Female,West,Primary,Unemployed,655670.57,259970.81,Car,625.0,8,171,74.49,2016-11-06,1
102732,48.0,Female,East,Primary,Self-Employed,539065.13,370312.27,Other,644.0,11,66,41.18,2021-03-11,1
102733,27.0,Female,North,Graduate,Salaried,570112.98,207320.32,Home,566.0,8,106,57.82,2021-12-14,1
102734,55.0,Male,East,Graduate,Self-Employed,620766.01,220765.93,Home,838.0,6,71,42.96,2015-08-10,0
102735,48.0,Female,North,Primary,Unemployed,677526.37,423582.41,Home,778.0,2,48,19.98,2020-04-07,0
102736,34.0,Male,West,Post-Graduate,Salaried,309582.1,381595.03,Other,657.0,10,83,29.04,2021-05-05,1
102737,30.0,Male,West,Graduate,Salaried,403908.55,334075.69,Car,,3,76,14.71,2018-01-12,0
102738,36.0,Female,West,Secondary,Salaried,548747.74,232484.06,Car,701.0,6,199,40.82,2017-01-12,0
102739,36.0,Male,South,Secondary,Self-Employed,244267.78,240830.97,Home,616.0,5,38,55.45,2020-04-09,0
102740,51.0,Female,South,Secondary,Salaried,,121323.56,Car,,5,40,27.06,2020-09-22,0
102741,,Male,North,Graduate,Salaried,766543.65,215903.96,Business,682.0,10,69,44.33,2019-05-31,1
102742,45.0,Female,South,Primary,Salaried,878428.57,258085.85,Car,717.0,3,48,42.13,2017-09-02,0
102743,33.0,Female,West,Primary,,619283.93,245969.09,Home,540.0,9,10,47.34,2015-06-10,1
102744,26.0,Male,South,Primary,Salaried,977277.0,285532.01,Business,,7,65,22.92,2017-01-17,1
102745,64.0,Female,South,Graduate,Self-Employed,592991.25,383376.93,Other,769.0,8,110,47.38,2018-11-01,1
102746,29.0,Male,East,Graduate,Self-Employed,348642.34,68636.03,Education,785.0,9,195,35.49,2015-11-04,1
102747,,Female,North,Secondary,Salaried,588809.23,174010.26,Car,,6,100,30.02,2020-03-09,0
102748,,Male,North,Graduate,Salaried,558865.43,387333.3,Business,,7,158,51.02,2015-04-27,1
102749,40.0,Female,North,Secondary,,703231.53,545944.73,Education,696.0,9,191,20.36,2019-06-14,1
102750,38.0,Female,South,Secondary,Unemployed,654125.2,121153.44,Other,691.0,1,180,73.05,2021-07-14,0
102751,63.0,Male,West,Primary,Self-Employed,639854.88,174955.32,Education,577.0,3,191,75.44,2019-12-10,1
102752,41.0,Female,East,Graduate,Unemployed,793382.03,92963.73,Other,604.0,2,139,56.24,2017-06-06,0
102753,24.0,Female,North,Primary,Salaried,,20000.0,Home,491.0,5,151,31.22,2019-08-01,1
102754,,Female,South,Primary,Salaried,707744.9,282937.89,Home,624.0,1,115,53.82,2020-05-07,0
102755,,Female,West,Graduate,Salaried,656173.3,321309.22,Other,485.0,6,140,52.11,2019-06-19,1
102756,27.0,Male,East,Graduate,Salaried,622789.09,214044.54,Education,736.0,7,151,37.39,2022-06-07,1
102757,26.0,Female,East,Post-Graduate,Self-Employed,,215133.35,Car,681.0,3,14,30.11,2017-08-11,0
102758,,Male,North,Secondary,Salaried,345743.89,236667.01,Education,488.0,7,90,21.79,2019-09-27,1
102759,,Male,North,Post-Graduate,Salaried,549217.47,181766.18,Education,635.0,7,176,25.22,2017-07-28,1
102760,52.0,Other,West,Secondary,Salaried,562041.23,244770.43,Car,807.0,2,138,55.71,2017-10-25,0
102761,31.0,Female,South,Secondary,Salaried,455455.06,416427.16,Education,640.0,0,129,72.01,2020-10-19,0
102762,40.0,Male,West,Secondary,,328423.0,150714.35,Education,570.0,10,52,36.95,2020-11-21,1
102763,44.0,Male,North,Primary,Salaried,488695.06,216034.92,Business,507.0,2,101,18.53,2015-02-25,1
102764,35.0,Female,West,Primary,Self-Employed,505314.93,234682.67,Other,510.0,9,196,10.9,2017-10-15,1
102765,27.0,Male,South,Graduate,,331937.55,181899.59,Home,693.0,11,87,38.41,2018-08-23,1
102766,41.0,Male,East,Secondary,,331728.36,258151.08,Other,615.0,0,24,26.28,2022-11-11,0
102767,62.0,Male,East,Secondary,Salaried,181611.67,20000.0,Education,622.0,11,55,32.58,2016-05-10,1
102768,46.0,Female,East,Secondary,Self-Employed,659014.63,318749.69,Car,616.0,1,16,26.92,2018-03-10,0
102769,64.0,Female,East,Primary,Salaried,795607.36,133335.38,Car,639.0,7,179,56.49,2015-02-03,1
102770,34.0,Male,North,Graduate,Unemployed,603220.45,149122.41,Home,552.0,3,124,54.7,2018-10-11,1
102771,57.0,Female,North,Primary,Self-Employed,519137.07,229900.5,Home,675.0,8,16,73.86,2018-12-12,1
102772,41.0,Male,South,Post-Graduate,Salaried,321998.23,83236.32,Home,536.0,6,184,58.98,2015-02-22,1
102773,38.0,Female,South,Post-Graduate,Salaried,159024.19,409744.75,Car,590.0,2,97,21.55,2015-11-26,1
102774,25.0,Other,South,Post-Graduate,Salaried,593405.31,151138.37,Education,731.0,0,99,62.61,2017-03-15,0
102775,,Female,South,Graduate,Self-Employed,723133.69,565922.98,Home,,0,28,22.69,2019-07-28,0
102776,43.0,Female,West,Post-Graduate,Salaried,433518.31,325624.03,Home,,0,62,49.1,2015-05-29,0
102777,46.0,Female,South,Graduate,Salaried,811081.94,181804.74,Car,822.0,9,99,15.4,2018-08-17,1
102778,57.0,Female,East,Primary,Salaried,462222.38,213232.34,Education,645.0,2,25,13.31,2015-05-13,0
102779,44.0,Female,East,Primary,Self-Employed,816999.66,267830.93,Home,652.0,4,71,42.5,2021-04-25,0
102780,39.0,Female,East,Graduate,Self-Employed,443840.81,453846.45,Education,629.0,7,74,17.35,2018-07-23,1
102781,45.0,Male,West,Primary,Salaried,100000.0,364034.35,Business,615.0,7,121,31.47,2022-07-26,1
102782,41.0,Male,South,Primary,Salaried,725271.14,355030.53,Home,569.0,1,188,33.72,2023-02-26,1
102783,32.0,Female,East,Graduate,Self-Employed,415430.68,213331.52,Home,657.0,8,45,63.86,2022-06-12,1
102784,61.0,Female,East,Post-Graduate,Self-Employed,291507.2,181968.83,Car,678.0,8,172,33.29,2021-01-03,1
102785,53.0,Male,East,Graduate,Salaried,696318.6,326488.6,Business,,6,33,44.6,2017-04-21,0
102786,24.0,Male,East,Secondary,Salaried,422125.99,410028.46,Business,655.0,11,78,64.08,2017-04-04,1
102787,62.0,Female,North,Primary,Self-Employed,317420.02,233436.44,Business,724.0,9,128,24.34,2019-08-17,1
102788,27.0,Female,South,Graduate,Salaried,862281.84,167839.55,Other,652.0,4,166,66.34,2020-02-05,0
102789,42.0,Female,South,Primary,Salaried,559050.39,126004.52,Car,617.0,4,138,68.23,2016-05-10,0
102790,,Female,West,Post-Graduate,Self-Employed,312981.52,49179.04,Car,576.0,7,194,79.22,2022-04-24,1
102791,37.0,Female,North,Primary,Salaried,507374.41,196383.22,Home,526.0,7,132,41.08,2016-08-24,1
102792,44.0,Female,West,Graduate,Self-Employed,1026512.62,219473.22,Car,767.0,4,146,35.95,2017-08-01,0
102793,,Female,East,Post-Graduate,Salaried,622472.11,247592.32,Home,594.0,5,109,59.14,2018-12-10,1
102794,48.0,Female,West,Post-Graduate,Unemployed,471630.9,314996.71,Home,576.0,5,24,14.07,2015-05-11,1
102795,63.0,Female,East,Post-Graduate,Salaried,700275.32,193747.87,Other,617.0,5,83,12.78,2016-12-23,0
102796,61.0,Male,East,Secondary,Self-Employed,509132.23,465434.14,Car,628.0,4,153,33.45,2018-06-05,0
102797,59.0,Male,South,Graduate,Salaried,498118.5,113356.66,Car,781.0,8,185,61.07,2017-02-03,1
102798,42.0,Other,South,Graduate,Salaried,468726.29,331932.39,Other,624.0,0,45,18.15,2018-01-22,0
102799,37.0,Male,South,Post-Graduate,Salaried,770789.79,103653.03,Other,,9,62,54.49,2022-06-17,1
102800,54.0,Male,South,Primary,Self-Employed,638950.88,147945.35,Car,655.0,2,88,28.87,2016-07-25,0
102801,26.0,Female,South,Post-Graduate,Salaried,884448.77,283720.1,Car,815.0,6,140,55.62,2015-04-08,0
102802,26.0,Female,North,Secondary,Salaried,661377.06,375240.92,Home,722.0,8,156,41.99,2019-06-05,1
102803,54.0,Male,South,Post-Graduate,Salaried,905520.08,216454.79,Education,679.0,1,50,18.06,2016-07-07,0
102804,21.0,Male,West,Graduate,Salaried,730017.33,260153.68,Home,776.0,10,46,27.31,2019-08-14,1
102805,30.0,Male,East,Post-Graduate,Self-Employed,548010.34,401527.87,Business,740.0,3,196,25.38,2016-02-29,0
102806,41.0,Female,South,Primary,Unemployed,572924.88,103342.74,Business,701.0,7,145,21.52,2022-03-17,1
102807,25.0,Male,North,Graduate,Salaried,965574.42,342385.93,Education,,4,97,42.78,2022-01-30,0
102808,22.0,Male,West,Primary,Salaried,860763.45,167312.1,Other,610.0,11,23,76.83,2019-06-05,1
102809,42.0,Male,West,Post-Graduate,Unemployed,909351.57,279171.49,Business,570.0,10,198,56.07,2019-11-04,1
102810,22.0,Female,East,Graduate,Self-Employed,398509.96,314768.38,Other,596.0,7,44,68.52,2021-01-30,1
102811,30.0,Male,West,Secondary,Self-Employed,224966.23,108910.84,Other,790.0,11,153,78.68,2017-02-23,1
102812,54.0,Male,West,Graduate,Salaried,431366.67,160412.79,Home,766.0,10,80,47.84,2019-07-07,1
102813,36.0,Female,West,Primary,Salaried,633096.49,329902.94,Other,608.0,1,172,26.66,2022-09-10,0
102814,59.0,Other,West,Graduate,Salaried,470887.52,218786.73,Education,462.0,11,17,74.95,2017-02-01,1
102815,42.0,Female,North,Secondary,Salaried,605481.71,164360.61,Home,634.0,7,197,58.93,2019-03-31,1
102816,,Other,East,Secondary,Self-Employed,509757.94,273367.87,Education,569.0,5,21,77.13,2020-03-24,1
102817,44.0,Female,South,Secondary,Salaried,247060.16,120469.88,Other,,4,186,55.57,2017-08-10,0
102818,60.0,Male,West,Secondary,Salaried,685779.17,108083.12,Business,566.0,1,119,64.26,2021-12-07,1
102819,58.0,Female,North,Primary,Unemployed,606173.47,20000.0,Other,521.0,6,89,72.34,2018-04-07,1
102820,30.0,Male,East,Graduate,Salaried,865870.48,293174.8,Education,801.0,0,124,63.15,2016-08-07,0
102821,55.0,Female,South,Post-Graduate,Unemployed,631971.15,253839.05,Car,,5,77,49.39,2017-02-20,1
102822,52.0,Male,East,Secondary,Salaried,756530.01,314870.81,Car,763.0,2,172,43.03,2017-02-14,0
102823,27.0,Male,North,Post-Graduate,Salaried,436145.81,396623.11,Business,632.0,5,54,67.64,2020-07-19,0
102824,41.0,Female,North,Post-Graduate,Salaried,669401.63,221042.63,Education,,0,50,64.04,2022-12-01,1
102825,,Male,North,Graduate,Salaried,761715.81,241654.74,Business,,0,70,35.65,2022-03-11,0
102826,46.0,Female,West,Post-Graduate,Salaried,711273.08,291185.4,Home,619.0,1,85,44.88,2022-09-19,0
102827,24.0,Male,North,Post-Graduate,Salaried,554690.35,181590.71,Other,633.0,9,152,54.45,2016-03-05,1
102828,42.0,Male,South,Primary,Salaried,670089.96,75074.92,Home,662.0,6,108,11.99,2020-12-19,0
102829,35.0,Female,West,Post-Graduate,Self-Employed,724549.38,111807.45,Car,585.0,11,76,27.33,2017-08-10,1
102830,60.0,Female,East,Graduate,Salaried,,245221.98,Other,520.0,11,196,27.52,2018-04-12,1
102831,41.0,Female,South,Post-Graduate,Salaried,487776.9,369974.95,Home,646.0,3,11,71.83,2021-08-31,0
102832,35.0,Male,West,Graduate,,376635.97,438078.84,Car,727.0,3,131,33.2,2018-03-10,0
102833,42.0,Female,North,Secondary,Salaried,,215835.67,Home,578.0,3,143,48.16,2022-05-19,1
102834,,Female,East,Post-Graduate,Salaried,629080.3,270141.53,Other,,4,194,68.21,2016-09-05,0
102835,34.0,Female,North,Post-Graduate,Salaried,600878.22,474496.84,Home,770.0,1,25,28.18,2016-01-07,0
102836,47.0,Male,South,Post-Graduate,,725463.49,312018.51,Other,,10,32,18.66,2022-11-01,1
102837,,Female,South,Secondary,Salaried,766155.35,266466.13,Home,657.0,6,104,76.39,2015-10-14,0
102838,,Female,West,Primary,Salaried,222959.03,275219.09,Business,654.0,2,123,59.33,2018-05-17,0
102839,48.0,Female,South,Post-Graduate,Unemployed,503785.37,319835.35,Home,595.0,10,50,22.39,2022-02-07,1
102840,46.0,Female,East,Graduate,Salaried,642446.76,103564.1,Home,571.0,2,167,67.38,2019-05-17,1
102841,22.0,Female,West,Primary,,823035.77,341265.14,Business,571.0,10,128,65.1,2017-07-30,1
102842,45.0,Male,East,Primary,Unemployed,589323.89,302693.93,Car,679.0,1,131,68.63,2021-01-08,0
102843,23.0,Male,North,Primary,Unemployed,873090.39,380588.45,Other,711.0,5,64,29.33,2016-07-30,0
102844,28.0,Female,East,Post-Graduate,Self-Employed,,309294.58,Education,714.0,3,141,41.4,2021-03-18,0
102845,64.0,Male,East,Secondary,,676155.22,372549.83,Car,620.0,3,119,58.56,2017-05-07,0
102846,53.0,Male,South,Secondary,Self-Employed,577955.16,139254.92,Other,737.0,7,109,37.35,2018-08-16,1
102847,62.0,Male,North,Post-Graduate,Self-Employed,595077.84,178428.38,Home,675.0,11,37,14.9,2018-10-10,1
102848,,Male,South,Graduate,Self-Employed,,268324.84,Car,656.0,1,187,19.55,2019-05-06,0
102849,26.0,Female,North,Graduate,Salaried,560924.04,159854.78,Home,383.0,6,37,51.8,2022-04-21,1
102850,59.0,Female,North,Graduate,Salaried,822512.32,352658.36,Car,585.0,1,132,36.26,2017-05-05,1
102851,,Female,East,Post-Graduate,Unemployed,775915.56,80135.5,Car,528.0,5,190,10.38,2022-06-26,1
102852,45.0,Male,South,Secondary,Salaried,839599.0,230848.62,Education,700.0,4,35,63.68,2019-12-30,0
102853,63.0,Female,East,Post-Graduate,Salaried,392020.41,182020.7,Business,,7,176,39.17,2018-04-30,1
102854,,Female,East,Secondary,Salaried,385451.75,160909.47,Car,,5,22,31.96,2019-08-30,1
102855,25.0,Other,East,Primary,,,85481.52,Home,674.0,11,80,59.95,2018-06-21,1
102856,31.0,Female,North,Post-Graduate,Salaried,583876.74,255016.06,Education,536.0,6,63,41.86,2017-02-05,1
102857,32.0,Male,South,Secondary,Salaried,651768.14,240027.1,Car,566.0,5,22,58.64,2020-10-06,1
102858,30.0,Female,South,Primary,Unemployed,,478526.21,Business,593.0,7,129,10.92,2017-11-15,1
102859,28.0,Other,East,Primary,Salaried,308406.58,548550.45,Home,693.0,1,68,10.66,2016-04-30,0
102860,44.0,Female,North,Post-Graduate,Salaried,646516.01,121843.93,Education,762.0,11,13,49.19,2018-02-14,1
102861,48.0,Female,South,Secondary,Self-Employed,448023.03,21638.27,Other,603.0,6,89,78.75,2021-04-08,0
102862,61.0,Male,West,Primary,,742821.19,105921.06,Business,,4,194,29.07,2017-04-22,0
102863,56.0,Female,South,Post-Graduate,Salaried,476925.73,242576.84,Other,654.0,11,69,57.8,2018-01-21,1
102864,57.0,Female,East,Primary,Salaried,422505.44,385020.5,Other,,8,56,22.06,2015-08-09,1
102865,41.0,Male,West,Graduate,Salaried,146669.55,192224.52,Education,645.0,10,86,31.81,2016-12-13,1
102866,28.0,Female,North,Post-Graduate,Salaried,849509.31,319393.34,Education,,8,14,15.47,2015-08-15,1
102867,29.0,Male,West,Primary,Self-Employed,739510.09,154115.11,Education,685.0,7,45,71.66,2022-03-01,1
102868,35.0,Male,West,Post-Graduate,,300860.51,191545.31,Other,709.0,7,28,31.73,2019-05-25,1
102869,60.0,Male,East,Post-Graduate,Self-Employed,200508.73,270015.59,Home,579.0,3,39,26.13,2022-03-17,1
102870,38.0,Male,South,Secondary,Salaried,480584.67,248663.84,Education,635.0,11,120,61.14,2017-02-05,1
102871,62.0,Female,North,Secondary,Salaried,789464.21,245673.0,Business,784.0,7,50,23.96,2017-02-14,1
102872,,Male,West,Primary,Salaried,494583.19,120184.12,Education,664.0,1,185,26.82,2022-04-04,0
102873,26.0,Male,East,Post-Graduate,Salaried,558576.68,397107.26,Education,673.0,10,37,17.25,2018-02-23,1
102874,32.0,Female,South,Post-Graduate,Salaried,798117.25,396199.77,Education,743.0,4,40,77.4,2021-05-26,0
102875,22.0,Female,West,Graduate,Self-Employed,402346.38,398210.11,Other,610.0,3,194,27.33,2021-12-21,0
102876,27.0,Female,East,Post-Graduate,,463576.73,168733.08,Home,647.0,4,180,79.7,2019-02-04,0
102877,36.0,Male,East,Secondary,Salaried,,264326.83,Education,715.0,4,146,22.33,2017-01-21,0
102878,23.0,Female,East,Post-Graduate,Salaried,543961.61,187015.02,Other,749.0,4,21,11.45,2022-11-24,0
102879,23.0,Male,North,Secondary,Salaried,424561.41,133034.0,Business,461.0,6,149,72.7,2016-06-05,1
102880,47.0,Female,South,Graduate,Self-Employed,741449.9,284195.57,Home,591.0,0,51,50.6,2019-10-14,1
102881,63.0,Male,West,Primary,Unemployed,703567.49,20000.0,Other,570.0,1,190,34.6,2017-06-26,1
102882,,Female,South,Secondary,Salaried,766435.48,351620.82,Car,,6,99,45.93,2019-08-22,0
102883,58.0,Male,South,Primary,Salaried,569339.56,110476.26,Business,576.0,0,194,28.25,2015-09-19,1
102884,,Female,West,Primary,Unemployed,247822.53,212438.26,Business,703.0,8,25,54.43,2020-11-27,1
102885,48.0,Female,South,Primary,Self-Employed,,20000.0,Car,664.0,11,108,53.15,2019-12-04,1
102886,21.0,Male,North,Primary,Unemployed,365640.49,466930.91,Other,721.0,2,187,15.61,2016-05-15,0
102887,28.0,Male,West,Secondary,Salaried,194615.13,328986.93,Other,,10,141,73.75,2020-08-22,1
102888,57.0,Female,West,Graduate,Salaried,545057.29,260304.61,Business,704.0,5,124,42.24,2015-03-04,0
102889,52.0,Other,East,Post-Graduate,Salaried,620352.55,167424.29,Other,623.0,3,22,23.66,2018-10-08,0
102890,63.0,Female,South,Secondary,Salaried,919655.53,122112.79,Car,658.0,2,69,31.52,2021-07-15,0
102891,57.0,Male,West,Graduate,Self-Employed,358879.09,225962.88,Other,613.0,7,37,70.64,2017-11-08,1
102892,24.0,Male,West,Post-Graduate,Salaried,735410.6,286265.32,Business,541.0,1,118,36.82,2017-01-11,1
102893,50.0,Female,North,Primary,Salaried,280216.53,222418.82,Other,726.0,2,149,49.34,2020-11-05,0
102894,26.0,Female,East,Post-Graduate,Salaried,854022.33,313710.37,Home,643.0,7,161,76.34,2016-08-03,1
102895,39.0,Female,West,Post-Graduate,,459870.83,472687.54,Car,530.0,2,101,55.62,2018-03-19,1
102896,52.0,Female,North,Graduate,Salaried,533033.75,121221.61,Car,693.0,7,138,57.3,2020-01-26,1
102897,29.0,Female,West,Post-Graduate,Salaried,535596.17,278378.33,Education,632.0,6,171,27.4,2019-12-19,0
102898,32.0,Female,West,Primary,Self-Employed,,458945.9,Other,485.0,1,140,56.78,2020-11-09,1
102899,31.0,Male,West,Secondary,Salaried,309905.32,212709.53,Car,540.0,0,31,37.57,2021-01-01,1
102900,36.0,Male,North,Secondary,Salaried,564518.96,233315.04,Other,594.0,0,94,73.77,2020-03-01,1
102901,21.0,Female,South,Graduate,Salaried,471737.12,305351.21,Home,667.0,1,36,19.07,2021-01-31,0
102902,41.0,Male,West,Primary,Self-Employed,1039609.57,331131.67,Business,713.0,6,158,29.99,2021-11-12,0
102903,50.0,Male,West,Primary,Self-Employed,383004.33,375972.39,Business,,8,150,14.62,2020-06-04,1
102904,33.0,Male,South,Post-Graduate,Self-Employed,100000.0,263113.34,Education,698.0,6,53,36.66,2016-12-03,0
102905,54.0,Male,West,Graduate,Unemployed,938919.08,154617.27,Education,647.0,2,89,20.39,2020-12-22,0
102906,24.0,Female,East,Primary,Unemployed,698267.82,317291.51,Car,788.0,7,119,69.16,2016-06-24,1
102907,48.0,Female,West,Primary,Self-Employed,442525.02,133970.3,Car,706.0,7,33,74.75,2015-08-25,1
102908,58.0,Female,East,Primary,Salaried,593557.93,289834.94,Car,668.0,8,183,56.86,2019-10-02,1
102909,51.0,Male,South,Secondary,Self-Employed,439801.21,259270.14,Home,695.0,10,26,17.23,2022-09-20,1
102910,47.0,Female,North,Secondary,Salaried,208600.45,256328.75,Education,618.0,11,14,33.91,2019-07-12,1
102911,25.0,Male,South,Secondary,,567145.08,240124.31,Education,645.0,8,47,77.51,2019-06-04,1
102912,45.0,Female,West,Post-Graduate,Self-Employed,565712.95,370228.62,Business,483.0,11,68,19.54,2019-05-30,1
102913,23.0,Female,East,Post-Graduate,Salaried,667869.4,324164.93,Education,619.0,8,164,48.95,2019-09-19,1
102914,53.0,Male,North,Post-Graduate,,405400.9,333348.17,Education,,3,191,34.71,2017-11-30,0
102915,24.0,Female,West,Primary,Salaried,445054.57,194362.2,Home,662.0,9,114,79.94,2021-04-12,1
102916,45.0,Female,North,Secondary,Salaried,524686.7,52950.55,Car,659.0,3,105,29.98,2017-04-07,0
102917,40.0,Male,North,Primary,Salaried,403830.59,202345.17,Home,730.0,10,99,13.34,2021-11-11,1
102918,54.0,Female,West,Primary,Salaried,827352.62,302290.6,Other,679.0,1,80,59.15,2017-08-22,0
102919,46.0,Male,South,Graduate,Salaried,769824.52,253887.72,Business,587.0,7,109,32.87,2020-07-18,1
102920,25.0,Male,West,Primary,Self-Employed,496823.02,198067.07,Business,652.0,1,64,56.03,2016-09-15,0
102921,55.0,Female,West,Post-Graduate,Salaried,706916.73,276571.71,Business,559.0,2,80,17.33,2021-03-01,1
102922,48.0,Female,South,Secondary,Salaried,352342.61,217936.97,Car,665.0,8,180,46.61,2019-02-05,1
102923,49.0,Female,East,Secondary,,507729.6,255855.91,Car,583.0,1,100,36.27,2020-10-06,1
102924,29.0,Male,West,Primary,Self-Employed,892715.6,20000.0,Car,724.0,0,175,47.57,2022-06-25,0
102925,58.0,Male,North,Post-Graduate,Salaried,729174.84,342057.26,Business,609.0,4,121,69.74,2022-03-21,0
102926,26.0,Female,West,Post-Graduate,Salaried,657816.44,323538.84,Business,584.0,6,97,78.09,2020-09-26,1
102927,39.0,Male,West,Post-Graduate,Salaried,528290.47,503469.9,Business,,3,70,62.72,2018-01-18,0
102928,64.0,Female,North,Secondary,Salaried,591612.43,164567.91,Other,679.0,3,182,63.68,2019-03-27,0
102929,31.0,Female,South,Post-Graduate,Salaried,306322.38,189616.83,Other,553.0,10,195,47.03,2019-05-11,1
102930,22.0,Female,East,Post-Graduate,Salaried,535322.53,270911.65,Business,608.0,2,117,16.82,2017-03-01,0
102931,64.0,Female,East,Primary,Salaried,675206.21,245906.96,Car,658.0,5,166,56.69,2022-02-05,0
102932,64.0,Male,North,Graduate,Self-Employed,594715.72,439583.97,Car,757.0,11,191,20.34,2015-06-29,1
102933,,Male,South,Post-Graduate,Self-Employed,,201000.25,Other,448.0,7,43,27.2,2018-02-13,1
102934,41.0,Male,West,Primary,Salaried,469120.65,231553.17,Other,699.0,10,158,59.53,2015-01-28,1
102935,44.0,Female,West,Primary,Self-Employed,418450.48,182534.07,Business,619.0,10,54,55.99,2018-02-12,1
102936,54.0,Female,West,Post-Graduate,Salaried,400154.95,432834.77,Business,610.0,1,138,32.0,2023-01-26,0
102937,42.0,Female,West,Graduate,,,308463.56,Car,596.0,5,147,64.04,2015-08-08,1
102938,23.0,Female,West,Secondary,,746848.72,438506.3,Education,621.0,7,195,75.75,2019-11-14,1
102939,32.0,Other,North,Graduate,Salaried,428293.26,599807.61,Car,700.0,0,103,48.17,2021-09-07,0
102940,48.0,Male,West,Post-Graduate,Salaried,608152.23,158462.25,Car,607.0,3,37,57.44,2020-07-31,0
102941,50.0,Male,West,Graduate,Self-Employed,,379383.27,Business,783.0,0,198,29.02,2022-11-07,0
102942,46.0,Male,South,Primary,Self-Employed,786025.98,219191.48,Education,700.0,3,115,77.96,2022-07-22,0
102943,41.0,Female,West,Primary,Salaried,602676.38,167483.0,Education,666.0,10,39,29.16,2019-12-06,1
102944,48.0,Male,East,Graduate,Salaried,302430.12,74046.06,Business,,8,37,72.12,2019-12-15,1
102945,46.0,Female,North,Secondary,Salaried,1024975.45,505403.97,Home,745.0,5,166,74.95,2016-12-06,0
102946,53.0,Female,North,Graduate,Salaried,,370244.19,Business,757.0,5,40,60.37,2016-08-16,0
102947,41.0,Female,North,Post-Graduate,Salaried,696638.18,222948.57,Other,557.0,4,116,66.81,2019-08-31,1
102948,55.0,Female,East,Secondary,Unemployed,484900.64,324632.14,Education,594.0,2,92,42.05,2020-10-14,1
102949,54.0,Male,West,Graduate,Salaried,536214.01,32922.89,Business,701.0,1,118,74.37,2015-09-29,0
102950,,Male,North,Graduate,Self-Employed,315522.43,238674.3,Car,725.0,8,40,61.99,2017-12-08,1
102951,38.0,Female,East,Secondary,Salaried,533253.35,158569.73,Car,,8,50,32.87,2018-10-09,1
102952,31.0,Male,South,Graduate,Self-Employed,635139.3,423468.46,Car,591.0,6,73,12.45,2020-08-03,1
102953,43.0,Male,West,Post-Graduate,Self-Employed,,431534.64,Business,656.0,1,131,47.85,2022-03-07,0
102954,42.0,Female,East,Primary,Self-Employed,950511.37,356854.2,Home,768.0,3,179,68.85,2017-07-24,0
102955,37.0,Male,West,Post-Graduate,,734197.35,363683.57,Other,,10,53,70.25,2021-06-17,1
102956,25.0,Female,South,Graduate,Salaried,794720.54,172015.9,Car,549.0,7,168,68.46,2018-10-09,1
102957,64.0,Female,East,Primary,Salaried,708033.14,336034.58,Business,659.0,9,125,25.03,2023-01-02,1
102958,,Male,West,Secondary,Self-Employed,632527.79,84474.01,Home,713.0,5,148,39.83,2022-12-02,0
102959,50.0,Female,East,Post-Graduate,Salaried,690962.7,68300.35,Education,642.0,4,45,52.97,2020-05-21,0
102960,35.0,Male,North,Secondary,,203174.98,237342.26,Education,751.0,10,117,56.73,2017-11-26,1
102961,,Female,West,Primary,Salaried,547926.16,313623.53,Other,719.0,9,41,33.42,2017-06-26,1
102962,55.0,Male,East,Graduate,,,321776.22,Business,,1,113,58.48,2016-12-19,0
102963,53.0,Female,North,Primary,Salaried,364010.39,99157.4,Business,653.0,0,176,51.36,2019-10-25,0
102964,40.0,Male,South,Primary,Self-Employed,838724.56,63811.35,Car,503.0,0,76,49.67,2021-07-29,1
102965,,Male,West,Secondary,Unemployed,384691.6,195814.35,Home,747.0,0,197,56.41,2019-04-17,0
102966,54.0,Male,West,Post-Graduate,Salaried,335268.65,144830.66,Other,624.0,10,101,52.24,2015-12-30,1
102967,,Male,South,Primary,Salaried,677915.92,323442.11,Home,618.0,5,34,21.68,2019-08-14,0
102968,,Male,North,Graduate,Self-Employed,,128456.52,Other,,3,37,71.21,2016-08-08,0
102969,60.0,Female,South,Primary,Self-Employed,689252.89,483316.25,Business,687.0,10,156,26.84,2018-07-24,1
102970,48.0,Female,West,Secondary,Salaried,951181.07,293483.22,Business,560.0,8,166,62.11,2015-07-22,1
102971,59.0,Male,East,Post-Graduate,Self-Employed,714551.74,232368.82,Other,571.0,8,187,22.35,2020-04-15,1
102972,26.0,Male,North,Graduate,Salaried,289878.02,112320.52,Home,646.0,2,28,56.27,2023-03-12,0
102973,29.0,Female,North,Secondary,Salaried,786579.43,91464.58,Education,,5,65,72.7,2021-12-31,1
102974,40.0,Female,North,Primary,Salaried,556015.19,211489.93,Education,677.0,5,155,10.68,2016-09-06,0
102975,21.0,Male,South,Primary,Self-Employed,633589.05,180539.16,Car,603.0,9,182,78.58,2015-06-24,1
102976,28.0,Female,South,Post-Graduate,Self-Employed,,42180.56,Car,778.0,9,122,12.08,2018-05-19,1
